Site Name;Date;Measured (kWh);Expected (kWh);Performance;PF Band
Watt Place Rotoflo;Mar-24;18524;24144,3;76,7%;Moderate
Watt Place Rotoflo;Apr-24;13076;20043;65,2%;Poor
Watt Place Rotoflo;May-24;17640;19021,5;92,7%;Expected
Watt Place Rotoflo;Jun-24;14642;17054,1;85,9%;Moderate
Watt Place Rotoflo;Jul-24;15002;18900;79,4%;Moderate
Watt Place Rotoflo;Aug-24;20792;22066,2;94,2%;Expected
Watt Place Rotoflo;Sept-24;20898;24526,8;85,2%;Moderate
Watt Place Rotoflo;Oct-24;30325;27256,5;111,3%;Expected
Watt Place Rotoflo;Nov-24;27930;26973,9;103,5%;Expected
Watt Place Rotoflo;Dec-24;17653;29028,6;60,8%;Poor
Watt Place Rotoflo;Jan-25;23957;28027,8;85,5%;Moderate
Watt Place Rotoflo;Feb-25;19898;23853,6;83,4%;Moderate
Watt Place Rotoflo;Mar-25;18434;24144,3;76,3%;Moderate
Watt Place Rotoflo;Apr-25;16717;20043;83,4%;Moderate
Watt Place Rotoflo;May-25;19518;19021,5;102,6%;Expected
Watt Place Rotoflo;Jun-25;16703,9;17054,1;97,9%;Expected
Watt Place Rotoflo;Jul-25;17442,42;18900;92,3%;Expected
Watt Place Rotoflo;Aug-25;21419;22066,2;97,1%;Expected
Watt Place Rotoflo;Sept-25;19487;24526,8;79,5%;Moderate
Watt Place Rotoflo;Oct-25;25859,04;27256,5;94,9%;Expected
Watt Place Rotoflo;Nov-25;23228;26973,9;86,1%;Moderate
Watt Place Rotoflo;Dec-25;13257;29028,6;45,7%;Poor
Watt Place Rotoflo;Jan-26;24628;28027,8;87,9%;Moderate
Watt Place Rotoflo;Feb-26;24848,5;23853,6;104,2%;Expected
Watt Place Rotoflo;Mar-26;20359;24144,3;84,3%;Moderate
Watt Place Rotoflo;Apr-26;17481;20043;87,2%;Moderate
Watt Place Rotoflo;May-26;17505;19021,5;92,0%;Expected
Watt Place Rotoflo;Jun-26;11655;17054,1;68,3%;Poor
Watt Place Rotoflo;Jul-26;;18900;;
Watt Place Rotoflo;Aug-26;;22066,2;;
Watt Place Rotoflo;Sept-26;;24526,8;;
Watt Place Rotoflo;Oct-26;;27256,5;;
Watt Place Rotoflo;Nov-26;;26973,9;;
Watt Place Rotoflo;Dec-26;;29028,6;;
Zwartop Golf Course;Jan-24;;;;
Zwartop Golf Course;Feb-24;;;;
Zwartop Golf Course;Mar-24;;;;
Zwartop Golf Course;Apr-24;;;;
Zwartop Golf Course;May-24;;;;
Zwartop Golf Course;Jun-24;;;;
Zwartop Golf Course;Jul-24;;;;
Zwartop Golf Course;Aug-24;;;;
Zwartop Golf Course;Sept-24;;;;
Zwartop Golf Course;Oct-24;;;;
Zwartop Golf Course;Nov-24;;;;
Zwartop Golf Course;Dec-24;;;;
Zwartop Golf Course;Jan-25;;;;
Zwartop Golf Course;Feb-25;;;;
Zwartop Golf Course;Mar-25;;;;
Zwartop Golf Course;Apr-25;;;;
Zwartop Golf Course;May-25;;;;
Zwartop Golf Course;Jun-25;;;;
Zwartop Golf Course;Jul-25;;;;
Zwartop Golf Course;Aug-25;;;;
Zwartop Golf Course;Sept-25;;;;
Zwartop Golf Course;Oct-25;;;;
Zwartop Golf Course;Nov-25;;;;
Zwartop Golf Course;Dec-25;;;;
Zwartop Golf Course;Jan-26;;;;
Zwartop Golf Course;Feb-26;;;;
Zwartop Golf Course;Mar-26;;;;
Zwartop Golf Course;Apr-26;;;;
Zwartop Golf Course;May-26;;;;
Zwartop Golf Course;Jun-26;;;;
Zwartop Golf Course;Jul-26;;;;
Zwartop Golf Course;Aug-26;;;;
Zwartop Golf Course;Sept-26;;;;
Zwartop Golf Course;Oct-26;;;;
Zwartop Golf Course;Nov-26;;;;
Zwartop Golf Course;Dec-26;;;;
Checkers Lichtenburg;Jan-24;;26451;;
Checkers Lichtenburg;Feb-24;;23215,5;;
Checkers Lichtenburg;Mar-24;;23034,6;;
Checkers Lichtenburg;Apr-24;;19930,5;;
Checkers Lichtenburg;May-24;;18754,2;;
Checkers Lichtenburg;Jun-24;;16767,9;;
Checkers Lichtenburg;Jul-24;;18261;;
Checkers Lichtenburg;Aug-24;;21311,1;;
Checkers Lichtenburg;Sept-24;;23659,2;;
Checkers Lichtenburg;Oct-24;;26865,9;;
Checkers Lichtenburg;Nov-24;;27153,9;;
Checkers Lichtenburg;Dec-24;;27402,3;;
Checkers Lichtenburg;Jan-25;;26451;;
Checkers Lichtenburg;Feb-25;;23215,5;;
Checkers Lichtenburg;Mar-25;;23034,6;;
Checkers Lichtenburg;Apr-25;;19930,5;;
Checkers Lichtenburg;May-25;;18754,2;;
Checkers Lichtenburg;Jun-25;;16767,9;;
Checkers Lichtenburg;Jul-25;;18261;;
Checkers Lichtenburg;Aug-25;;21311,1;;
Checkers Lichtenburg;Sept-25;;23659,2;;
Checkers Lichtenburg;Oct-25;;26865,9;;
Checkers Lichtenburg;Nov-25;;27153,9;;
Checkers Lichtenburg;Dec-25;;27402,3;;
Checkers Lichtenburg;Jan-26;;26451;;
Checkers Lichtenburg;Feb-26;;23215,5;;
Checkers Lichtenburg;Mar-26;;23034,6;;
Checkers Lichtenburg;Apr-26;;19930,5;;
Checkers Lichtenburg;May-26;17630;18754,2;94,0%;Expected
Checkers Lichtenburg;Jun-26;;16767,9;;
Checkers Lichtenburg;Jul-26;;18261;;
Checkers Lichtenburg;Aug-26;;21311,1;;
Checkers Lichtenburg;Sept-26;;23659,2;;
Checkers Lichtenburg;Oct-26;;26865,9;;
Checkers Lichtenburg;Nov-26;;27153,9;;
Checkers Lichtenburg;Dec-26;;27402,3;;
Alpine Heath Resort;Jan-24;;28877,4;;
Alpine Heath Resort;Feb-24;;25884,9;;
Alpine Heath Resort;Mar-24;;27341,1;;
Alpine Heath Resort;Apr-24;;27823,5;;
Alpine Heath Resort;May-24;;29920,5;;
Alpine Heath Resort;Jun-24;;28644,3;;
Alpine Heath Resort;Jul-24;;28051,2;;
Alpine Heath Resort;Aug-24;;31649,4;;
Alpine Heath Resort;Sept-24;;28250,1;;
Alpine Heath Resort;Oct-24;;28466,1;;
Alpine Heath Resort;Nov-24;;28991,7;;
Alpine Heath Resort;Dec-24;;28903,5;;
Alpine Heath Resort;Jan-25;;28877,4;;
Alpine Heath Resort;Feb-25;;25884,9;;
Alpine Heath Resort;Mar-25;;27341,1;;
Alpine Heath Resort;Apr-25;;27823,5;;
Alpine Heath Resort;May-25;;29920,5;;
Alpine Heath Resort;Jun-25;;28644,3;;
Alpine Heath Resort;Jul-25;;28051,2;;
Alpine Heath Resort;Aug-25;;31649,4;;
Alpine Heath Resort;Sept-25;;28250,1;;
Alpine Heath Resort;Oct-25;;28466,1;;
Alpine Heath Resort;Nov-25;;28991,7;;
Alpine Heath Resort;Dec-25;;28903,5;;
Alpine Heath Resort;Jan-26;;28877,4;;
Alpine Heath Resort;Feb-26;;25884,9;;
Alpine Heath Resort;Mar-26;;27341,1;;
Alpine Heath Resort;Apr-26;;27823,5;;
Alpine Heath Resort;May-26;27917,2;29920,5;93,3%;Expected
Alpine Heath Resort;Jun-26;25295;28644,3;88,3%;Moderate
Alpine Heath Resort;Jul-26;;28051,2;;
Alpine Heath Resort;Aug-26;;31649,4;;
Alpine Heath Resort;Sept-26;;28250,1;;
Alpine Heath Resort;Oct-26;;28466,1;;
Alpine Heath Resort;Nov-26;;28991,7;;
Alpine Heath Resort;Dec-26;;28903,5;;
Engen Kaalfontein ;Jan-24;;17370,9;;
Engen Kaalfontein ;Feb-24;;15077,7;;
Engen Kaalfontein ;Mar-24;;14634;;
Engen Kaalfontein ;Apr-24;;12420;;
Engen Kaalfontein ;May-24;;11402,1;;
Engen Kaalfontein ;Jun-24;;9989,1;;
Engen Kaalfontein ;Jul-24;;10986,3;;
Engen Kaalfontein ;Aug-24;;13108,77;;
Engen Kaalfontein ;Sept-24;;14833,17;;
Engen Kaalfontein ;Oct-24;;17053,2;;
Engen Kaalfontein ;Nov-24;;17239,5;;
Engen Kaalfontein ;Dec-24;;17465,4;;
Engen Kaalfontein ;Jan-25;;17370,9;;
Engen Kaalfontein ;Feb-25;;15077,7;;
Engen Kaalfontein ;Mar-25;;14634;;
Engen Kaalfontein ;Apr-25;;12420;;
Engen Kaalfontein ;May-25;;11402,1;;
Engen Kaalfontein ;Jun-25;;9989,1;;
Engen Kaalfontein ;Jul-25;;10986,3;;
Engen Kaalfontein ;Aug-25;;13108,77;;
Engen Kaalfontein ;Sept-25;;14833,17;;
Engen Kaalfontein ;Oct-25;;17053,2;;
Engen Kaalfontein ;Nov-25;;17239,5;;
Engen Kaalfontein ;Dec-25;;17465,4;;
Engen Kaalfontein ;Jan-26;;17370,9;;
Engen Kaalfontein ;Feb-26;;15077,7;;
Engen Kaalfontein ;Mar-26;;14634;;
Engen Kaalfontein ;Apr-26;;12420;;
Engen Kaalfontein ;May-26;;11402,1;;
Engen Kaalfontein ;Jun-26;;9989,1;;
Engen Kaalfontein ;Jul-26;;10986,3;;
Engen Kaalfontein ;Aug-26;;13108,77;;
Engen Kaalfontein ;Sept-26;;14833,17;;
Engen Kaalfontein ;Oct-26;;17053,2;;
Engen Kaalfontein ;Nov-26;;17239,5;;
Engen Kaalfontein ;Dec-26;;17465,4;;
